vehicleId,vehicleTypeId,householdId
218-0,Car,026302-2012000031464-0
218-1,Car,026302-2012000031464-0
218-2,Car,026302-2012000031464-0
219-0,Car,033000-2014000265406-3
219-1,Car,033000-2014000265406-3
219-2,Car,033000-2014000265406-3
219-3,Car,033000-2014000265406-3
220-0,Car,026401-2014000056046-0
220-1,Car,026401-2014000056046-0
220-2,Car,026401-2014000056046-0
220-3,Car,026401-2014000056046-0
220-4,Car,026401-2014000056046-0
221-0,Car,026001-2013001098042-0
221-1,Car,026001-2013001098042-0
222-0,Car,017000-2013001124342-0
222-1,Car,017000-2013001124342-0
222-2,Car,017000-2013001124342-0
223-0,Car,021600-2014000354590-0
223-1,Car,021600-2014000354590-0
223-2,Car,021600-2014000354590-0
224-0,Car,016600-2013000239445-0
224-1,Car,016600-2013000239445-0
224-2,Car,016600-2013000239445-0
224-3,Car,016600-2013000239445-0
225-0,Car,026404-2013000504012-0
225-1,Car,026404-2013000504012-0
225-2,Car,026404-2013000504012-0
225-3,Car,026404-2013000504012-0
226-0,Car,017601-2016000010048-2
226-1,Car,017601-2016000010048-2
227-0,Car,021500-2012000035208-0
227-1,Car,021500-2012000035208-0
228-0,Car,022801-2016000262460-0
228-1,Car,022801-2016000262460-0
228-2,Car,022801-2016000262460-0
229-0,Car,017101-2015001226391-0
229-1,Car,017101-2015001226391-0
230-0,Car,025701-2016000056682-0
230-1,Car,025701-2016000056682-0
230-2,Car,025701-2016000056682-0
231-0,Car,023003-2013000382737-0
231-1,Car,023003-2013000382737-0
231-2,Car,023003-2013000382737-0
231-3,Car,023003-2013000382737-0
231-4,Car,023003-2013000382737-0
232-0,Car,035201-2015001379985-0
232-1,Car,035201-2015001379985-0
232-2,Car,035201-2015001379985-0
233-0,Car,026303-2013000882280-0
233-1,Car,026303-2013000882280-0
233-2,Car,026303-2013000882280-0
233-3,Car,026303-2013000882280-0
233-4,Car,026303-2013000882280-0
234-0,Car,012800-2013000120600-0
234-1,Car,012800-2013000120600-0
235-0,Car,015300-2012001493578-0
235-1,Car,015300-2012001493578-0
236-0,Car,035400-2016000410053-0
236-1,Car,035400-2016000410053-0
236-2,Car,035400-2016000410053-0
236-3,Car,035400-2016000410053-0
236-4,Car,035400-2016000410053-0
237-0,Car,030301-2016001476215-0
237-1,Car,030301-2016001476215-0
238-0,Car,010900-2014001274324-0
238-1,Car,010900-2014001274324-0
239-0,Car,031400-2013001106601-0
239-1,Car,031400-2013001106601-0
239-2,Car,031400-2013001106601-0
239-3,Car,031400-2013001106601-0
239-4,Car,031400-2013001106601-0
240-0,Car,017601-2014000833783-0
240-1,Car,017601-2014000833783-0
241-0,Car,015600-2015000156378-0
241-1,Car,015600-2015000156378-0
242-0,Car,030202-2015000856216-0
242-1,Car,030202-2015000856216-0
242-2,Car,030202-2015000856216-0
243-0,Car,047902-2013001019908-0
243-1,Car,047902-2013001019908-0
243-2,Car,047902-2013001019908-0
243-3,Car,047902-2013001019908-0
244-0,Car,013300-2013000524563-0
244-1,Car,013300-2013000524563-0
244-2,Car,013300-2013000524563-0
245-0,Car,061500-2014000724828-1
245-1,Car,061500-2014000724828-1
246-0,Car,023300-2015001029325-0
246-1,Car,023300-2015001029325-0
246-2,Car,023300-2015001029325-0
246-3,Car,023300-2015001029325-0
246-4,Car,023300-2015001029325-0
247-0,Car,045200-2015000685348-0
247-1,Car,045200-2015000685348-0
248-0,Car,061000-2013000498813-0
248-1,Car,061000-2013000498813-0
248-2,Car,061000-2013000498813-0
249-0,Car,020600-2016000427518-3
249-1,Car,020600-2016000427518-3
250-0,Car,600200-2015000249377-0
250-1,Car,600200-2015000249377-0
250-2,Car,600200-2015000249377-0
251-0,Car,017601-2014001104232-0
251-1,Car,017601-2014001104232-0
251-2,Car,017601-2014001104232-0
252-0,Car,061500-2014000705464-4
252-1,Car,061500-2014000705464-4
253-0,Car,025500-2015001456857-0
253-1,Car,025500-2015001456857-0
253-2,Car,025500-2015001456857-0
253-3,Car,025500-2015001456857-0
254-0,Car,012201-2014000784581-0
254-1,Car,012201-2014000784581-0
255-0,Car,045200-2015001053769-0
255-1,Car,045200-2015001053769-0
255-2,Car,045200-2015001053769-0
255-3,Car,045200-2015001053769-0
256-0,Car,010500-2015001345120-1
256-1,Car,010500-2015001345120-1
257-0,Car,030102-2013000651120-0
257-1,Car,030102-2013000651120-0
257-2,Car,030102-2013000651120-0
258-0,Car,061100-2016001405141-2
258-1,Car,061100-2016001405141-2
258-2,Car,061100-2016001405141-2
259-0,Car,030800-2013000422164-0
259-1,Car,030800-2013000422164-0
259-2,Car,030800-2013000422164-0
260-0,Car,032902-2012000329549-0
260-1,Car,032902-2012000329549-0
260-2,Car,032902-2012000329549-0
261-0,Car,047902-2012001051890-0
261-1,Car,047902-2012001051890-0
262-0,Car,015500-2014000174901-0
262-1,Car,015500-2014000174901-0
262-2,Car,015500-2014000174901-0
263-0,Car,010800-2016000432298-0
263-1,Car,010800-2016000432298-0
263-2,Car,010800-2016000432298-0
264-0,Car,061000-2013000872151-0
264-1,Car,061000-2013000872151-0
264-2,Car,061000-2013000872151-0
264-3,Car,061000-2013000872151-0
265-0,Car,021200-2016000359631-0
265-1,Car,021200-2016000359631-0
265-2,Car,021200-2016000359631-0
265-3,Car,021200-2016000359631-0
266-0,Car,047801-2016000099641-0
266-1,Car,047801-2016000099641-0
267-0,Car,033203-2012000378914-1
267-1,Car,033203-2012000378914-1
267-2,Car,033203-2012000378914-1
268-0,Car,013102-2014001390575-0
268-1,Car,013102-2014001390575-0
269-0,Car,012201-2014000245828-0
269-1,Car,012201-2014000245828-0
270-0,Car,030102-2016000915765-0
270-1,Car,030102-2016000915765-0
270-2,Car,030102-2016000915765-0
270-3,Car,030102-2016000915765-0
270-4,Car,030102-2016000915765-0
271-0,Car,016600-2016000093294-1
271-1,Car,016600-2016000093294-1
272-0,Car,016500-2016000168884-0
272-1,Car,016500-2016000168884-0
272-2,Car,016500-2016000168884-0
272-3,Car,016500-2016000168884-0
272-4,Car,016500-2016000168884-0
273-0,Car,020700-2013000080675-0
273-1,Car,020700-2013000080675-0
273-2,Car,020700-2013000080675-0
273-3,Car,020700-2013000080675-0
274-0,Car,600900-2013000179752-0
274-1,Car,600900-2013000179752-0
274-2,Car,600900-2013000179752-0
274-3,Car,600900-2013000179752-0
275-0,Car,060700-2012000760995-0
275-1,Car,060700-2012000760995-0
276-0,Car,030700-2014001382787-0
276-1,Car,030700-2014001382787-0
276-2,Car,030700-2014001382787-0
277-0,Car,016500-2013001015955-0
277-1,Car,016500-2013001015955-0
278-0,Car,032802-2012000308517-0
278-1,Car,032802-2012000308517-0
278-2,Car,032802-2012000308517-0
279-0,Car,015200-2012001459593-0
279-1,Car,015200-2012001459593-0
279-2,Car,015200-2012001459593-0
279-3,Car,015200-2012001459593-0
280-0,Car,032602-2016001358668-0
280-1,Car,032602-2016001358668-0
280-2,Car,032602-2016001358668-0
280-3,Car,032602-2016001358668-0
281-0,Car,015500-2015000171399-0
281-1,Car,015500-2015000171399-0
282-0,Car,016500-2015000892233-3
282-1,Car,016500-2015000892233-3
283-0,Car,016000-2015000370869-0
283-1,Car,016000-2015000370869-0
284-0,Car,025300-2013001223329-0
284-1,Car,025300-2013001223329-0
285-0,Car,017102-2015000610535-0
285-1,Car,017102-2015000610535-0
285-2,Car,017102-2015000610535-0
285-3,Car,017102-2015000610535-0
286-0,Car,016300-2016000391945-0
286-1,Car,016300-2016000391945-0
286-2,Car,016300-2016000391945-0
287-0,Car,022902-2012001105608-0
287-1,Car,022902-2012001105608-0
288-0,Car,047902-2015000434920-0
288-1,Car,047902-2015000434920-0
289-0,Car,016500-2013000373520-0
289-1,Car,016500-2013000373520-0
289-2,Car,016500-2013000373520-0
290-0,Car,010400-2012000546598-0
290-1,Car,010400-2012000546598-0
291-0,Car,033000-2013001140814-1
291-1,Car,033000-2013001140814-1
291-2,Car,033000-2013001140814-1
291-3,Car,033000-2013001140814-1
291-4,Car,033000-2013001140814-1
292-0,Car,061500-2013000588265-9
292-1,Car,061500-2013000588265-9
293-0,Car,030301-2016001389672-0
293-1,Car,030301-2016001389672-0
293-2,Car,030301-2016001389672-0
294-0,Car,032801-2016000379814-0
294-1,Car,032801-2016000379814-0
294-2,Car,032801-2016000379814-0
294-3,Car,032801-2016000379814-0
295-0,Car,032801-2016000136507-0
295-1,Car,032801-2016000136507-0
295-2,Car,032801-2016000136507-0
296-0,Car,031400-2012001369472-0
296-1,Car,031400-2012001369472-0
297-0,Car,023102-2016001203317-0
297-1,Car,023102-2016001203317-0
298-0,Car,010500-2016000806879-0
298-1,Car,010500-2016000806879-0
298-2,Car,010500-2016000806879-0
298-3,Car,010500-2016000806879-0
299-0,Car,020800-2013000381029-0
299-1,Car,020800-2013000381029-0
299-2,Car,020800-2013000381029-0
299-3,Car,020800-2013000381029-0
300-0,Car,047600-2014001170285-0
300-1,Car,047600-2014001170285-0
300-2,Car,047600-2014001170285-0
301-0,Car,020600-2014000896410-0
301-1,Car,020600-2014000896410-0
302-0,Car,060700-2014000470961-5
302-1,Car,060700-2014000470961-5
302-2,Car,060700-2014000470961-5
303-0,Car,016500-2013000194064-0
303-1,Car,016500-2013000194064-0
303-2,Car,016500-2013000194064-0
304-0,Car,030202-2014000751651-1
304-1,Car,030202-2014000751651-1
304-2,Car,030202-2014000751651-1
305-0,Car,023102-2014001060732-0
305-1,Car,023102-2014001060732-0
305-2,Car,023102-2014001060732-0
306-0,Car,042700-2015000104440-1
306-1,Car,042700-2015000104440-1
307-0,Car,015700-2014000686170-0
307-1,Car,015700-2014000686170-0
308-0,Car,030301-2016000012842-0
308-1,Car,030301-2016000012842-0
308-2,Car,030301-2016000012842-0
309-0,Car,022902-2013000533151-0
309-1,Car,022902-2013000533151-0
310-0,Car,020900-2014000181043-1
310-1,Car,020900-2014000181043-1
310-2,Car,020900-2014000181043-1
310-3,Car,020900-2014000181043-1
311-0,Car,015400-2015000437915-3
311-1,Car,015400-2015000437915-3
311-2,Car,015400-2015000437915-3
312-0,Car,016400-2015001093698-0
312-1,Car,016400-2015001093698-0
312-2,Car,016400-2015001093698-0
313-0,Car,026402-2016000321066-0
313-1,Car,026402-2016000321066-0
313-2,Car,026402-2016000321066-0
313-3,Car,026402-2016000321066-0
314-0,Car,033100-2015001057865-0
314-1,Car,033100-2015001057865-0
314-2,Car,033100-2015001057865-0
314-3,Car,033100-2015001057865-0
314-4,Car,033100-2015001057865-0
315-0,Car,060700-2016000567146-1
315-1,Car,060700-2016000567146-1
316-0,Car,030101-2015001362468-1
316-1,Car,030101-2015001362468-1
316-2,Car,030101-2015001362468-1
317-0,Car,047902-2012000446359-0
317-1,Car,047902-2012000446359-0
317-2,Car,047902-2012000446359-0
318-0,Car,021800-2013000371919-0
318-1,Car,021800-2013000371919-0
318-2,Car,021800-2013000371919-0
318-3,Car,021800-2013000371919-0
318-4,Car,021800-2013000371919-0
319-0,Car,016300-2016000772596-0
319-1,Car,016300-2016000772596-0
319-2,Car,016300-2016000772596-0
320-0,Car,035300-2014000513296-1
320-1,Car,035300-2014000513296-1
320-2,Car,035300-2014000513296-1
321-0,Car,016000-2014000088156-0
321-1,Car,016000-2014000088156-0
322-0,Car,021500-2016000645938-0
322-1,Car,021500-2016000645938-0
323-0,Car,032700-2012000996623-1
323-1,Car,032700-2012000996623-1
323-2,Car,032700-2012000996623-1
323-3,Car,032700-2012000996623-1
323-4,Car,032700-2012000996623-1
324-0,Car,017802-2014000235576-1
324-1,Car,017802-2014000235576-1
325-0,Car,021600-2013000573783-0
325-1,Car,021600-2013000573783-0
325-2,Car,021600-2013000573783-0
326-0,Car,017101-2015000407936-0
326-1,Car,017101-2015000407936-0
326-2,Car,017101-2015000407936-0
327-0,Car,061100-2013000363105-0
327-1,Car,061100-2013000363105-0
327-2,Car,061100-2013000363105-0
327-3,Car,061100-2013000363105-0
328-0,Car,010900-2014001424656-0
328-1,Car,010900-2014001424656-0
329-0,Car,026002-2014001331159-0
329-1,Car,026002-2014001331159-0
329-2,Car,026002-2014001331159-0
329-3,Car,026002-2014001331159-0
329-4,Car,026002-2014001331159-0
330-0,Car,012202-2013000609715-0
330-1,Car,012202-2013000609715-0
330-2,Car,012202-2013000609715-0
330-3,Car,012202-2013000609715-0
331-0,Car,060700-2016000674094-2
331-1,Car,060700-2016000674094-2
332-0,Car,030800-2015000705172-0
332-1,Car,030800-2015000705172-0
332-2,Car,030800-2015000705172-0
333-0,Car,033000-2015000751741-0
333-1,Car,033000-2015000751741-0
333-2,Car,033000-2015000751741-0
334-0,Car,012000-2012001224143-1
334-1,Car,012000-2012001224143-1
335-0,Car,025701-2012000622524-0
335-1,Car,025701-2012000622524-0
335-2,Car,025701-2012000622524-0
336-0,Car,045100-2015000452054-1
336-1,Car,045100-2015000452054-1
337-0,Car,012301-2013000721346-0
337-1,Car,012301-2013000721346-0
337-2,Car,012301-2013000721346-0
337-3,Car,012301-2013000721346-0
338-0,Car,061500-2015000872072-1
338-1,Car,061500-2015000872072-1
339-0,Car,013400-2012000256849-0
339-1,Car,013400-2012000256849-0
340-0,Car,035400-2016000933833-1
340-1,Car,035400-2016000933833-1
341-0,Car,012901-2015000949151-0
341-1,Car,012901-2015000949151-0
342-0,Car,023001-2014000339233-0
342-1,Car,023001-2014000339233-0
342-2,Car,023001-2014000339233-0
343-0,Car,020900-2015000488247-1
343-1,Car,020900-2015000488247-1
343-2,Car,020900-2015000488247-1
344-0,Car,020300-2015000608252-1
344-1,Car,020300-2015000608252-1
345-0,Car,021500-2014001179105-0
345-1,Car,021500-2014001179105-0
345-2,Car,021500-2014001179105-0
345-3,Car,021500-2014001179105-0
345-4,Car,021500-2014001179105-0
346-0,Car,047600-2014000938906-0
346-1,Car,047600-2014000938906-0
347-0,Car,012100-2014000799990-0
347-1,Car,012100-2014000799990-0
348-0,Car,016200-2013001119078-0
348-1,Car,016200-2013001119078-0
348-2,Car,016200-2013001119078-0
349-0,Car,013102-2013000091344-1
349-1,Car,013102-2013000091344-1
349-2,Car,013102-2013000091344-1
350-0,Car,016700-2015000848414-0
350-1,Car,016700-2015000848414-0
351-0,Car,045100-2015000216279-0
351-1,Car,045100-2015000216279-0
352-0,Car,032601-2013001043506-0
352-1,Car,032601-2013001043506-0
352-2,Car,032601-2013001043506-0
352-3,Car,032601-2013001043506-0
353-0,Car,035201-2013000397335-1
353-1,Car,035201-2013000397335-1
354-0,Car,023103-2014000917864-0
354-1,Car,023103-2014000917864-0
354-2,Car,023103-2014000917864-0
355-0,Car,060502-2014000241606-0
355-1,Car,060502-2014000241606-0
355-2,Car,060502-2014000241606-0
355-3,Car,060502-2014000241606-0
356-0,Car,010500-2015001431224-0
356-1,Car,010500-2015001431224-0
356-2,Car,010500-2015001431224-0
357-0,Car,010800-2014001033451-0
357-1,Car,010800-2014001033451-0
357-2,Car,010800-2014001033451-0
358-0,Car,025402-2013001153428-0
358-1,Car,025402-2013001153428-0
358-2,Car,025402-2013001153428-0
359-0,Car,035400-2014000424217-0
359-1,Car,035400-2014000424217-0
360-0,Car,031201-2012001433882-0
360-1,Car,031201-2012001433882-0
361-0,Car,010600-2014001477120-0
361-1,Car,010600-2014001477120-0
361-2,Car,010600-2014001477120-0
362-0,Car,016801-2013000074938-0
362-1,Car,016801-2013000074938-0
362-2,Car,016801-2013000074938-0
363-0,Car,010900-2013000486930-0
363-1,Car,010900-2013000486930-0
364-0,Car,023003-2016000498183-0
364-1,Car,023003-2016000498183-0
364-2,Car,023003-2016000498183-0
365-0,Car,010900-2015000946194-0
365-1,Car,010900-2015000946194-0
365-2,Car,010900-2015000946194-0
366-0,Car,010100-2013001257089-0
366-1,Car,010100-2013001257089-0
367-0,Car,010600-2014000766675-0
367-1,Car,010600-2014000766675-0
368-0,Car,030102-2015000368400-0
368-1,Car,030102-2015000368400-0
369-0,Car,061500-2012001149313-0
369-1,Car,061500-2012001149313-0
369-2,Car,061500-2012001149313-0
370-0,Car,016400-2013001366906-0
370-1,Car,016400-2013001366906-0
370-2,Car,016400-2013001366906-0
371-0,Car,061400-2012000590665-0
371-1,Car,061400-2012000590665-0
372-0,Car,026303-2016000613976-0
372-1,Car,026303-2016000613976-0
372-2,Car,026303-2016000613976-0
372-3,Car,026303-2016000613976-0
372-4,Car,026303-2016000613976-0
373-0,Car,020700-2016001360898-0
373-1,Car,020700-2016001360898-0
373-2,Car,020700-2016001360898-0
373-3,Car,020700-2016001360898-0
374-0,Car,020700-2015001260178-0
374-1,Car,020700-2015001260178-0
374-2,Car,020700-2015001260178-0
374-3,Car,020700-2015001260178-0
375-0,Car,016900-2014000373437-0
375-1,Car,016900-2014000373437-0
375-2,Car,016900-2014000373437-0
376-0,Car,032601-2013001351602-0
376-1,Car,032601-2013001351602-0
376-2,Car,032601-2013001351602-0
377-0,Car,042601-2013000953782-0
377-1,Car,042601-2013000953782-0
377-2,Car,042601-2013000953782-0
378-0,Car,012201-2016000785486-0
378-1,Car,012201-2016000785486-0
379-0,Car,012201-2013001187473-0
379-1,Car,012201-2013001187473-0
380-0,Car,030600-2015000935210-0
380-1,Car,030600-2015000935210-0
380-2,Car,030600-2015000935210-0
380-3,Car,030600-2015000935210-0
380-4,Car,030600-2015000935210-0
381-0,Car,012602-2012001015491-0
381-1,Car,012602-2012001015491-0
381-2,Car,012602-2012001015491-0
381-3,Car,012602-2012001015491-0
382-0,Car,020900-2016000007292-0
382-1,Car,020900-2016000007292-0
382-2,Car,020900-2016000007292-0
382-3,Car,020900-2016000007292-0
383-0,Car,031400-2014000403670-0
383-1,Car,031400-2014000403670-0
383-2,Car,031400-2014000403670-0
384-0,Car,010900-2013000290674-0
384-1,Car,010900-2013000290674-0
384-2,Car,010900-2013000290674-0
385-0,Car,042601-2012001405189-0
385-1,Car,042601-2012001405189-0
385-2,Car,042601-2012001405189-0
386-0,Car,030500-2016000120558-0
386-1,Car,030500-2016000120558-0
386-2,Car,030500-2016000120558-0
386-3,Car,030500-2016000120558-0
387-0,Car,018000-2014001272495-1
387-1,Car,018000-2014001272495-1
388-0,Car,020100-2016000413711-0
388-1,Car,020100-2016000413711-0
389-0,Car,047801-2014001061515-0
389-1,Car,047801-2014001061515-0
389-2,Car,047801-2014001061515-0
390-0,Car,026200-2012000899249-0
390-1,Car,026200-2012000899249-0
390-2,Car,026200-2012000899249-0
390-3,Car,026200-2012000899249-0
390-4,Car,026200-2012000899249-0
391-0,Car,025403-2016000883421-0
391-1,Car,025403-2016000883421-0
391-2,Car,025403-2016000883421-0
392-0,Car,600300-2013000025013-0
392-1,Car,600300-2013000025013-0
393-0,Car,015700-2014000915225-0
393-1,Car,015700-2014000915225-0
393-2,Car,015700-2014000915225-0
394-0,Car,061500-2014000189243-0
394-1,Car,061500-2014000189243-0
395-0,Car,010900-2013000949422-0
395-1,Car,010900-2013000949422-0
395-2,Car,010900-2013000949422-0
395-3,Car,010900-2013000949422-0
396-0,Car,025300-2012000990045-0
396-1,Car,025300-2012000990045-0
397-0,Car,012901-2014001011378-0
397-1,Car,012901-2014001011378-0
397-2,Car,012901-2014001011378-0
397-3,Car,012901-2014001011378-0
398-0,Car,030301-2014000688612-0
398-1,Car,030301-2014000688612-0
398-2,Car,030301-2014000688612-0
398-3,Car,030301-2014000688612-0
399-0,Car,600700-2015001079908-0
399-1,Car,600700-2015001079908-0
400-0,Car,016000-2013000348243-0
400-1,Car,016000-2013000348243-0
400-2,Car,016000-2013000348243-0
400-3,Car,016000-2013000348243-0
401-0,Car,025403-2012000818695-0
401-1,Car,025403-2012000818695-0
401-2,Car,025403-2012000818695-0
402-0,Car,022901-2012000981507-0
402-1,Car,022901-2012000981507-0
402-2,Car,022901-2012000981507-0
403-0,Car,011100-2015000798286-0
403-1,Car,011100-2015000798286-0
403-2,Car,011100-2015000798286-0
404-0,Car,022600-2015001087739-1
404-1,Car,022600-2015001087739-1
404-2,Car,022600-2015001087739-1
404-3,Car,022600-2015001087739-1
405-0,Car,013400-2015001096767-0
405-1,Car,013400-2015001096767-0
406-0,Car,047702-2014000719650-0
406-1,Car,047702-2014000719650-0
406-2,Car,047702-2014000719650-0
407-0,Car,010400-2013001126970-0
407-1,Car,010400-2013001126970-0
407-2,Car,010400-2013001126970-0
408-0,Car,035100-2014000688612-0
408-1,Car,035100-2014000688612-0
408-2,Car,035100-2014000688612-0
408-3,Car,035100-2014000688612-0
409-0,Car,017000-2016001077525-0
409-1,Car,017000-2016001077525-0
409-2,Car,017000-2016001077525-0
410-0,Car,010600-2014001221139-0
410-1,Car,010600-2014001221139-0
411-0,Car,061400-2015001458133-0
411-1,Car,061400-2015001458133-0
412-0,Car,020100-2013001461505-0
412-1,Car,020100-2013001461505-0
412-2,Car,020100-2013001461505-0
412-3,Car,020100-2013001461505-0
412-4,Car,020100-2013001461505-0
413-0,Car,015500-2012001093907-0
413-1,Car,015500-2012001093907-0
413-2,Car,015500-2012001093907-0
414-0,Car,030400-2013000687996-0
414-1,Car,030400-2013000687996-0
414-2,Car,030400-2013000687996-0
415-0,Car,016300-2013000560401-0
415-1,Car,016300-2013000560401-0
415-2,Car,016300-2013000560401-0
415-3,Car,016300-2013000560401-0
415-4,Car,016300-2013000560401-0
416-0,Car,012000-2014000584044-0
416-1,Car,012000-2014000584044-0
416-2,Car,012000-2014000584044-0
417-0,Car,030101-2013001284059-0
417-1,Car,030101-2013001284059-0
417-2,Car,030101-2013001284059-0
418-0,Car,031400-2016000714271-0
418-1,Car,031400-2016000714271-0
418-2,Car,031400-2016000714271-0
419-0,Car,016300-2015000074476-0
419-1,Car,016300-2015000074476-0
419-2,Car,016300-2015000074476-0
419-3,Car,016300-2015000074476-0
419-4,Car,016300-2015000074476-0
420-0,Car,035300-2015000232684-0
420-1,Car,035300-2015000232684-0
420-2,Car,035300-2015000232684-0
420-3,Car,035300-2015000232684-0
420-4,Car,035300-2015000232684-0
421-0,Car,047701-2015000478526-1
421-1,Car,047701-2015000478526-1
422-0,Car,023003-2012000097895-0
422-1,Car,023003-2012000097895-0
422-2,Car,023003-2012000097895-0
422-3,Car,023003-2012000097895-0
422-4,Car,023003-2012000097895-0
423-0,Car,023001-2013001477429-0
423-1,Car,023001-2013001477429-0
423-2,Car,023001-2013001477429-0
424-0,Car,025403-2012001395754-0
424-1,Car,025403-2012001395754-0
425-0,Car,042800-2016001459267-0
425-1,Car,042800-2016001459267-0
426-0,Car,030101-2016001472918-0
426-1,Car,030101-2016001472918-0
426-2,Car,030101-2016001472918-0
426-3,Car,030101-2016001472918-0
427-0,Car,010200-2013001407490-0
427-1,Car,010200-2013001407490-0
428-0,Car,061500-2013001018912-0
428-1,Car,061500-2013001018912-0
428-2,Car,061500-2013001018912-0
429-0,Car,030102-2015001114514-1
429-1,Car,030102-2015001114514-1
430-0,Car,025200-2015000075945-0
430-1,Car,025200-2015000075945-0
430-2,Car,025200-2015000075945-0
430-3,Car,025200-2015000075945-0
431-0,Car,035400-2015000576110-0
431-1,Car,035400-2015000576110-0
431-2,Car,035400-2015000576110-0
431-3,Car,035400-2015000576110-0
431-4,Car,035400-2015000576110-0
432-0,Car,011100-2015001442319-1
432-1,Car,011100-2015001442319-1
433-0,Car,016400-2016001071577-0
433-1,Car,016400-2016001071577-0
434-0,Car,016801-2012000035208-0
434-1,Car,016801-2012000035208-0
435-0,Car,047600-2016001208137-2
435-1,Car,047600-2016001208137-2
436-0,Car,021600-2013000971589-0
436-1,Car,021600-2013000971589-0
437-0,Car,032902-2013000836936-0
437-1,Car,032902-2013000836936-0
437-2,Car,032902-2013000836936-0
437-3,Car,032902-2013000836936-0
437-4,Car,032902-2013000836936-0
438-0,Car,030800-2016001359359-0
438-1,Car,030800-2016001359359-0
439-0,Car,033100-2012001472832-0
439-1,Car,033100-2012001472832-0
439-2,Car,033100-2012001472832-0
439-3,Car,033100-2012001472832-0
440-0,Car,047600-2012000577946-0
440-1,Car,047600-2012000577946-0
440-2,Car,047600-2012000577946-0
440-3,Car,047600-2012000577946-0
441-0,Car,026002-2015000593536-0
441-1,Car,026002-2015000593536-0
442-0,Car,012201-2012000896708-0
442-1,Car,012201-2012000896708-0
442-2,Car,012201-2012000896708-0
443-0,Car,047701-2014001410353-0
443-1,Car,047701-2014001410353-0
444-0,Car,061100-2016000747949-0
444-1,Car,061100-2016000747949-0
444-2,Car,061100-2016000747949-0
445-0,Car,010400-2013000141206-0
445-1,Car,010400-2013000141206-0
445-2,Car,010400-2013000141206-0
446-0,Car,026004-2013001289447-0
