vehicleId,vehicleTypeId,householdId
662-1,Car,026301-2014000847897-0
662-2,Car,026301-2014000847897-0
662-3,Car,026301-2014000847897-0
662-4,Car,026301-2014000847897-0
663-0,Car,031201-2016001287029-0
663-1,Car,031201-2016001287029-0
663-2,Car,031201-2016001287029-0
664-0,Car,016100-2013000785833-0
664-1,Car,016100-2013000785833-0
664-2,Car,016100-2013000785833-0
664-3,Car,016100-2013000785833-0
664-4,Car,016100-2013000785833-0
665-0,Car,012501-2013000588265-1
665-1,Car,012501-2013000588265-1
666-0,Car,015200-2015000085904-0
666-1,Car,015200-2015000085904-0
666-2,Car,015200-2015000085904-0
667-0,Car,600700-2016000359632-0
667-1,Car,600700-2016000359632-0
667-2,Car,600700-2016000359632-0
667-3,Car,600700-2016000359632-0
667-4,Car,600700-2016000359632-0
668-0,Car,030700-2015001002095-0
668-1,Car,030700-2015001002095-0
669-0,Car,021700-2013001217174-0
669-1,Car,021700-2013001217174-0
670-0,Car,045200-2015000079844-0
670-1,Car,045200-2015000079844-0
670-2,Car,045200-2015000079844-0
670-3,Car,045200-2015000079844-0
670-4,Car,045200-2015000079844-0
671-0,Car,033201-2012000025664-0
671-1,Car,033201-2012000025664-0
671-2,Car,033201-2012000025664-0
671-3,Car,033201-2012000025664-0
671-4,Car,033201-2012000025664-0
672-0,Car,031201-2016001005485-0
672-1,Car,031201-2016001005485-0
673-0,Car,025300-2013001027615-0
673-1,Car,025300-2013001027615-0
673-2,Car,025300-2013001027615-0
674-0,Car,017000-2012000811422-0
674-1,Car,017000-2012000811422-0
675-0,Car,021800-2012001236155-0
675-1,Car,021800-2012001236155-0
676-0,Car,023400-2015001200123-0
676-1,Car,023400-2015001200123-0
676-2,Car,023400-2015001200123-0
677-0,Car,023001-2012000208056-0
677-1,Car,023001-2012000208056-0
677-2,Car,023001-2012000208056-0
677-3,Car,023001-2012000208056-0
677-4,Car,023001-2012000208056-0
678-0,Car,060400-2016001462293-0
678-1,Car,060400-2016001462293-0
679-0,Car,061000-2012000608867-0
679-1,Car,061000-2012000608867-0
679-2,Car,061000-2012000608867-0
679-3,Car,061000-2012000608867-0
680-0,Car,015400-2014000237061-0
680-1,Car,015400-2014000237061-0
680-2,Car,015400-2014000237061-0
681-0,Car,016300-2015000639464-0
681-1,Car,016300-2015000639464-0
681-2,Car,016300-2015000639464-0
681-3,Car,016300-2015000639464-0
681-4,Car,016300-2015000639464-0
682-0,Car,025200-2014000712853-0
682-1,Car,025200-2014000712853-0
683-0,Car,023300-2013000958844-0
683-1,Car,023300-2013000958844-0
684-0,Car,010900-2016000955704-0
684-1,Car,010900-2016000955704-0
684-2,Car,010900-2016000955704-0
684-3,Car,010900-2016000955704-0
684-4,Car,010900-2016000955704-0
685-0,Car,016100-2013000603996-0
685-1,Car,016100-2013000603996-0
686-0,Car,015500-2015000633660-0
686-1,Car,015500-2015000633660-0
686-2,Car,015500-2015000633660-0
686-3,Car,015500-2015000633660-0
686-4,Car,015500-2015000633660-0
687-0,Car,020700-2015001322215-0
687-1,Car,020700-2015001322215-0
687-2,Car,020700-2015001322215-0
688-0,Car,017101-2014000127137-0
688-1,Car,017101-2014000127137-0
689-0,Car,016801-2012001020283-0
689-1,Car,016801-2012001020283-0
690-0,Car,010900-2014000673949-0
690-1,Car,010900-2014000673949-0
691-0,Car,032601-2012001201746-0
691-1,Car,032601-2012001201746-0
691-2,Car,032601-2012001201746-0
691-3,Car,032601-2012001201746-0
692-0,Car,015400-2013000857371-0
692-1,Car,015400-2013000857371-0
693-0,Car,061500-2014001093093-3
693-1,Car,061500-2014001093093-3
693-2,Car,061500-2014001093093-3
694-0,Car,013400-2014001252223-0
694-1,Car,013400-2014001252223-0
695-0,Car,035300-2016001023916-1
695-1,Car,035300-2016001023916-1
695-2,Car,035300-2016001023916-1
695-3,Car,035300-2016001023916-1
696-0,Car,026004-2013001095891-0
696-1,Car,026004-2013001095891-0
696-2,Car,026004-2013001095891-0
696-3,Car,026004-2013001095891-0
696-4,Car,026004-2013001095891-0
697-0,Car,030201-2013000359552-0
697-1,Car,030201-2013000359552-0
697-2,Car,030201-2013000359552-0
697-3,Car,030201-2013000359552-0
698-0,Car,061500-2015000570464-2
698-1,Car,061500-2015000570464-2
698-2,Car,061500-2015000570464-2
699-0,Car,021500-2012000127148-0
699-1,Car,021500-2012000127148-0
700-0,Car,015200-2014000156511-0
700-1,Car,015200-2014000156511-0
701-0,Car,010600-2012001448305-0
701-1,Car,010600-2012001448305-0
702-0,Car,015900-2013001445609-0
702-1,Car,015900-2013001445609-0
702-2,Car,015900-2013001445609-0
703-0,Car,015400-2015001188273-0
703-1,Car,015400-2015001188273-0
703-2,Car,015400-2015001188273-0
704-0,Car,060700-2013001385093-3
704-1,Car,060700-2013001385093-3
705-0,Car,021300-2012001331300-0
705-1,Car,021300-2012001331300-0
705-2,Car,021300-2012001331300-0
705-3,Car,021300-2012001331300-0
705-4,Car,021300-2012001331300-0
706-0,Car,030900-2014000783178-0
706-1,Car,030900-2014000783178-0
706-2,Car,030900-2014000783178-0
706-3,Car,030900-2014000783178-0
706-4,Car,030900-2014000783178-0
707-0,Car,017000-2014001309733-0
707-1,Car,017000-2014001309733-0
707-2,Car,017000-2014001309733-0
708-0,Car,010900-2014000151829-0
708-1,Car,010900-2014000151829-0
709-0,Car,021600-2016000809642-0
709-1,Car,021600-2016000809642-0
709-2,Car,021600-2016000809642-0
710-0,Car,035400-2013000328068-0
710-1,Car,035400-2013000328068-0
711-0,Car,025500-2013001425605-1
711-1,Car,025500-2013001425605-1
711-2,Car,025500-2013001425605-1
711-3,Car,025500-2013001425605-1
712-0,Car,010900-2012001405223-0
712-1,Car,010900-2012001405223-0
713-0,Car,016900-2012001395754-1
713-1,Car,016900-2012001395754-1
714-0,Car,021600-2012000788704-0
714-1,Car,021600-2012000788704-0
715-0,Car,030202-2013000087276-0
715-1,Car,030202-2013000087276-0
715-2,Car,030202-2013000087276-0
715-3,Car,030202-2013000087276-0
715-4,Car,030202-2013000087276-0
716-0,Car,013102-2014000643218-1
716-1,Car,013102-2014000643218-1
716-2,Car,013102-2014000643218-1
717-0,Car,016700-2012001387739-0
717-1,Car,016700-2012001387739-0
717-2,Car,016700-2012001387739-0
718-0,Car,012501-2013000072110-0
718-1,Car,012501-2013000072110-0
718-2,Car,012501-2013000072110-0
719-0,Car,600200-2015000813499-0
719-1,Car,600200-2015000813499-0
719-2,Car,600200-2015000813499-0
720-0,Car,021200-2015000763909-0
720-1,Car,021200-2015000763909-0
720-2,Car,021200-2015000763909-0
721-0,Car,047600-2014001318838-0
721-1,Car,047600-2014001318838-0
721-2,Car,047600-2014001318838-0
722-0,Car,026004-2013000261007-0
722-1,Car,026004-2013000261007-0
722-2,Car,026004-2013000261007-0
722-3,Car,026004-2013000261007-0
722-4,Car,026004-2013000261007-0
723-0,Car,017802-2013000609715-0
723-1,Car,017802-2013000609715-0
723-2,Car,017802-2013000609715-0
723-3,Car,017802-2013000609715-0
724-0,Car,025900-2013001288243-0
724-1,Car,025900-2013001288243-0
724-2,Car,025900-2013001288243-0
725-0,Car,013102-2012000256849-0
725-1,Car,013102-2012000256849-0
726-0,Car,021800-2013000180849-0
726-1,Car,021800-2013000180849-0
726-2,Car,021800-2013000180849-0
726-3,Car,021800-2013000180849-0
726-4,Car,021800-2013000180849-0
727-0,Car,010900-2012001379980-0
727-1,Car,010900-2012001379980-0
727-2,Car,010900-2012001379980-0
728-0,Car,010500-2012000138732-0
728-1,Car,010500-2012000138732-0
728-2,Car,010500-2012000138732-0
728-3,Car,010500-2012000138732-0
729-0,Car,061500-2014000750075-1
729-1,Car,061500-2014000750075-1
729-2,Car,061500-2014000750075-1
730-0,Car,060700-2013000312160-2
730-1,Car,060700-2013000312160-2
730-2,Car,060700-2013000312160-2
731-0,Car,013101-2013001313378-0
731-1,Car,013101-2013001313378-0
732-0,Car,021700-2012001267291-0
732-1,Car,021700-2012001267291-0
732-2,Car,021700-2012001267291-0
733-0,Car,016700-2016001074249-0
733-1,Car,016700-2016001074249-0
734-0,Car,023300-2015000870818-0
734-1,Car,023300-2015000870818-0
734-2,Car,023300-2015000870818-0
734-3,Car,023300-2015000870818-0
734-4,Car,023300-2015000870818-0
735-0,Car,021300-2015000781002-0
735-1,Car,021300-2015000781002-0
735-2,Car,021300-2015000781002-0
735-3,Car,021300-2015000781002-0
736-0,Car,016300-2012000760117-0
736-1,Car,016300-2012000760117-0
736-2,Car,016300-2012000760117-0
737-0,Car,061400-2014000584044-0
737-1,Car,061400-2014000584044-0
737-2,Car,061400-2014000584044-0
738-0,Car,032802-2015000455334-0
738-1,Car,032802-2015000455334-0
738-2,Car,032802-2015000455334-0
738-3,Car,032802-2015000455334-0
738-4,Car,032802-2015000455334-0
739-0,Car,020300-2013000416466-0
739-1,Car,020300-2013000416466-0
739-2,Car,020300-2013000416466-0
740-0,Car,060700-2013001017578-0
740-1,Car,060700-2013001017578-0
741-0,Car,013000-2016000398737-0
741-1,Car,013000-2016000398737-0
741-2,Car,013000-2016000398737-0
742-0,Car,030102-2016000006217-0
742-1,Car,030102-2016000006217-0
742-2,Car,030102-2016000006217-0
743-0,Car,026200-2014000664715-0
743-1,Car,026200-2014000664715-0
743-2,Car,026200-2014000664715-0
743-3,Car,026200-2014000664715-0
743-4,Car,026200-2014000664715-0
744-0,Car,013000-2014000417685-0
744-1,Car,013000-2014000417685-0
745-0,Car,030101-2013000343725-0
745-1,Car,030101-2013000343725-0
745-2,Car,030101-2013000343725-0
746-0,Car,016000-2015000256008-0
746-1,Car,016000-2015000256008-0
746-2,Car,016000-2015000256008-0
747-0,Car,030700-2015001355718-0
747-1,Car,030700-2015001355718-0
747-2,Car,030700-2015001355718-0
748-0,Car,022803-2015000695352-0
748-1,Car,022803-2015000695352-0
748-2,Car,022803-2015000695352-0
749-0,Car,010500-2012000203588-0
749-1,Car,010500-2012000203588-0
749-2,Car,010500-2012000203588-0
749-3,Car,010500-2012000203588-0
749-4,Car,010500-2012000203588-0
750-0,Car,013101-2015000050212-0
750-1,Car,013101-2015000050212-0
750-2,Car,013101-2015000050212-0
751-0,Car,012000-2012000374827-0
751-1,Car,012000-2012000374827-0
751-2,Car,012000-2012000374827-0
752-0,Car,020600-2013001280709-0
752-1,Car,020600-2013001280709-0
752-2,Car,020600-2013001280709-0
753-0,Car,013500-2012001001272-0
753-1,Car,013500-2012001001272-0
753-2,Car,013500-2012001001272-0
753-3,Car,013500-2012001001272-0
753-4,Car,013500-2012001001272-0
754-0,Car,061500-2012000688967-5
754-1,Car,061500-2012000688967-5
755-0,Car,033000-2015000413884-0
755-1,Car,033000-2015000413884-0
755-2,Car,033000-2015000413884-0
755-3,Car,033000-2015000413884-0
755-4,Car,033000-2015000413884-0
756-0,Car,030900-2013001008156-0
756-1,Car,030900-2013001008156-0
756-2,Car,030900-2013001008156-0
757-0,Car,025500-2012000324064-0
757-1,Car,025500-2012000324064-0
757-2,Car,025500-2012000324064-0
758-0,Car,010900-2012001139656-0
758-1,Car,010900-2012001139656-0
758-2,Car,010900-2012001139656-0
758-3,Car,010900-2012001139656-0
759-0,Car,012602-2012000700963-0
759-1,Car,012602-2012000700963-0
760-0,Car,600402-2016000105511-0
760-1,Car,600402-2016000105511-0
761-0,Car,032801-2012000487844-0
761-1,Car,032801-2012000487844-0
761-2,Car,032801-2012000487844-0
761-3,Car,032801-2012000487844-0
762-0,Car,020600-2012000496406-0
762-1,Car,020600-2012000496406-0
762-2,Car,020600-2012000496406-0
763-0,Car,061500-2013000948227-2
763-1,Car,061500-2013000948227-2
763-2,Car,061500-2013000948227-2
764-0,Car,600700-2014000110789-0
764-1,Car,600700-2014000110789-0
764-2,Car,600700-2014000110789-0
765-0,Car,061500-2014001085534-3
765-1,Car,061500-2014001085534-3
766-0,Car,010200-2015000371606-0
766-1,Car,010200-2015000371606-0
766-2,Car,010200-2015000371606-0
767-0,Car,015200-2014000230596-0
767-1,Car,015200-2014000230596-0
767-2,Car,015200-2014000230596-0
768-0,Car,013102-2015000327024-0
768-1,Car,013102-2015000327024-0
769-0,Car,017102-2013000668307-0
769-1,Car,017102-2013000668307-0
770-0,Car,015500-2013000102647-0
770-1,Car,015500-2013000102647-0
770-2,Car,015500-2013000102647-0
770-3,Car,015500-2013000102647-0
771-0,Car,015500-2015000042380-0
771-1,Car,015500-2015000042380-0
771-2,Car,015500-2015000042380-0
772-0,Car,011100-2012000242051-3
772-1,Car,011100-2012000242051-3
772-2,Car,011100-2012000242051-3
773-0,Car,021600-2016001333897-0
773-1,Car,021600-2016001333897-0
773-2,Car,021600-2016001333897-0
774-0,Car,035100-2014000438519-0
774-1,Car,035100-2014000438519-0
774-2,Car,035100-2014000438519-0
775-0,Car,023102-2015001488666-0
775-1,Car,023102-2015001488666-0
775-2,Car,023102-2015001488666-0
775-3,Car,023102-2015001488666-0
775-4,Car,023102-2015001488666-0
776-0,Car,020200-2012000323637-0
776-1,Car,020200-2012000323637-0
776-2,Car,020200-2012000323637-0
776-3,Car,020200-2012000323637-0
777-0,Car,030600-2014000768058-0
777-1,Car,030600-2014000768058-0
777-2,Car,030600-2014000768058-0
778-0,Car,035300-2013001314089-0
778-1,Car,035300-2013001314089-0
778-2,Car,035300-2013001314089-0
778-3,Car,035300-2013001314089-0
778-4,Car,035300-2013001314089-0
779-0,Car,012201-2015001194177-0
779-1,Car,012201-2015001194177-0
779-2,Car,012201-2015001194177-0
779-3,Car,012201-2015001194177-0
779-4,Car,012201-2015001194177-0
780-0,Car,020200-2014000087937-0
780-1,Car,020200-2014000087937-0
781-0,Car,015400-2014001269289-0
781-1,Car,015400-2014001269289-0
782-0,Car,010900-2013001485345-0
782-1,Car,010900-2013001485345-0
782-2,Car,010900-2013001485345-0
783-0,Car,032602-2014001180865-0
783-1,Car,032602-2014001180865-0
783-2,Car,032602-2014001180865-0
783-3,Car,032602-2014001180865-0
783-4,Car,032602-2014001180865-0
784-0,Car,061500-2015000398447-1
784-1,Car,061500-2015000398447-1
785-0,Car,015700-2016000126373-0
785-1,Car,015700-2016000126373-0
786-0,Car,030400-2015001060705-0
786-1,Car,030400-2015001060705-0
786-2,Car,030400-2015001060705-0
786-3,Car,030400-2015001060705-0
786-4,Car,030400-2015001060705-0
787-0,Car,026403-2016000711545-0
787-1,Car,026403-2016000711545-0
787-2,Car,026403-2016000711545-0
788-0,Car,061500-2013000073819-1
788-1,Car,061500-2013000073819-1
788-2,Car,061500-2013000073819-1
788-3,Car,061500-2013000073819-1
788-4,Car,061500-2013000073819-1
789-0,Car,018000-2015000777866-1
789-1,Car,018000-2015000777866-1
789-2,Car,018000-2015000777866-1
789-3,Car,018000-2015000777866-1
789-4,Car,018000-2015000777866-1
790-0,Car,032700-2015000856216-1
790-1,Car,032700-2015000856216-1
790-2,Car,032700-2015000856216-1
791-0,Car,023102-2012000121328-0
791-1,Car,023102-2012000121328-0
791-2,Car,023102-2012000121328-0
791-3,Car,023102-2012000121328-0
792-0,Car,012902-2015000521193-2
792-1,Car,012902-2015000521193-2
793-0,Car,030201-2016000470661-0
793-1,Car,030201-2016000470661-0
793-2,Car,030201-2016000470661-0
793-3,Car,030201-2016000470661-0
793-4,Car,030201-2016000470661-0
794-0,Car,030400-2015000382639-0
794-1,Car,030400-2015000382639-0
794-2,Car,030400-2015000382639-0
794-3,Car,030400-2015000382639-0
794-4,Car,030400-2015000382639-0
795-0,Car,025200-2016000338365-0
795-1,Car,025200-2016000338365-0
796-0,Car,022702-2014001168008-0
796-1,Car,022702-2014001168008-0
797-0,Car,030400-2014001310132-0
797-1,Car,030400-2014001310132-0
797-2,Car,030400-2014001310132-0
797-3,Car,030400-2014001310132-0
797-4,Car,030400-2014001310132-0
798-0,Car,023003-2016000212389-0
798-1,Car,023003-2016000212389-0
798-2,Car,023003-2016000212389-0
799-0,Car,020700-2014001089657-0
799-1,Car,020700-2014001089657-0
799-2,Car,020700-2014001089657-0
799-3,Car,020700-2014001089657-0
800-0,Car,030800-2012001447302-0
800-1,Car,030800-2012001447302-0
800-2,Car,030800-2012001447302-0
801-0,Car,015200-2012000561336-0
801-1,Car,015200-2012000561336-0
801-2,Car,015200-2012000561336-0
801-3,Car,015200-2012000561336-0
801-4,Car,015200-2012000561336-0
802-0,Car,010900-2014000058545-1
802-1,Car,010900-2014000058545-1
803-0,Car,013400-2012000213253-1
803-1,Car,013400-2012000213253-1
803-2,Car,013400-2012000213253-1
804-0,Car,030301-2015001348209-0
804-1,Car,030301-2015001348209-0
804-2,Car,030301-2015001348209-0
805-0,Car,600800-2014001325153-3
805-1,Car,600800-2014001325153-3
805-2,Car,600800-2014001325153-3
805-3,Car,600800-2014001325153-3
806-0,Car,045100-2013000144850-0
806-1,Car,045100-2013000144850-0
806-2,Car,045100-2013000144850-0
807-0,Car,035400-2016001479397-0
807-1,Car,035400-2016001479397-0
807-2,Car,035400-2016001479397-0
808-0,Car,016400-2014000132504-0
808-1,Car,016400-2014000132504-0
808-2,Car,016400-2014000132504-0
809-0,Car,026301-2016001507091-0
809-1,Car,026301-2016001507091-0
809-2,Car,026301-2016001507091-0
810-0,Car,017802-2013000355041-0
810-1,Car,017802-2013000355041-0
810-2,Car,017802-2013000355041-0
811-0,Car,012902-2015001506748-0
811-1,Car,012902-2015001506748-0
811-2,Car,012902-2015001506748-0
812-0,Car,047802-2016001176125-0
812-1,Car,047802-2016001176125-0
812-2,Car,047802-2016001176125-0
812-3,Car,047802-2016001176125-0
813-0,Car,032601-2012001243911-0
813-1,Car,032601-2012001243911-0
813-2,Car,032601-2012001243911-0
814-0,Car,030700-2016000407652-0
814-1,Car,030700-2016000407652-0
814-2,Car,030700-2016000407652-0
815-0,Car,026003-2014001230128-0
815-1,Car,026003-2014001230128-0
815-2,Car,026003-2014001230128-0
815-3,Car,026003-2014001230128-0
815-4,Car,026003-2014001230128-0
816-0,Car,022704-2013000970689-0
816-1,Car,022704-2013000970689-0
817-0,Car,061500-2016000798990-0
817-1,Car,061500-2016000798990-0
817-2,Car,061500-2016000798990-0
818-0,Car,016500-2012000933140-1
818-1,Car,016500-2012000933140-1
818-2,Car,016500-2012000933140-1
818-3,Car,016500-2012000933140-1
819-0,Car,013000-2015001345120-2
819-1,Car,013000-2015001345120-2
820-0,Car,015100-2014000805103-1
820-1,Car,015100-2014000805103-1
821-0,Car,010900-2016000427822-0
821-1,Car,010900-2016000427822-0
821-2,Car,010900-2016000427822-0
821-3,Car,010900-2016000427822-0
822-0,Car,032801-2016000629576-1
822-1,Car,032801-2016000629576-1
822-2,Car,032801-2016000629576-1
822-3,Car,032801-2016000629576-1
823-0,Car,022704-2015000953620-0
823-1,Car,022704-2015000953620-0
824-0,Car,015500-2016000077941-0
824-1,Car,015500-2016000077941-0
824-2,Car,015500-2016000077941-0
825-0,Car,047801-2014000862655-0
825-1,Car,047801-2014000862655-0
825-2,Car,047801-2014000862655-0
825-3,Car,047801-2014000862655-0
826-0,Car,016700-2013001237688-0
826-1,Car,016700-2013001237688-0
826-2,Car,016700-2013001237688-0
826-3,Car,016700-2013001237688-0
826-4,Car,016700-2013001237688-0
827-0,Car,035400-2015000320373-0
827-1,Car,035400-2015000320373-0
827-2,Car,035400-2015000320373-0
828-0,Car,026200-2014000069002-1
828-1,Car,026200-2014000069002-1
828-2,Car,026200-2014000069002-1
828-3,Car,026200-2014000069002-1
828-4,Car,026200-2014000069002-1
829-0,Car,061500-2016001502738-0
829-1,Car,061500-2016001502738-0
829-2,Car,061500-2016001502738-0
829-3,Car,061500-2016001502738-0
830-0,Car,015400-2012001040227-0
830-1,Car,015400-2012001040227-0
831-0,Car,017700-2012000718529-0
831-1,Car,017700-2012000718529-0
832-0,Car,021500-2016000442052-0
832-1,Car,021500-2016000442052-0
832-2,Car,021500-2016000442052-0
832-3,Car,021500-2016000442052-0
833-0,Car,010400-2016000821780-0
833-1,Car,010400-2016000821780-0
833-2,Car,010400-2016000821780-0
833-3,Car,010400-2016000821780-0
834-0,Car,061400-2014000809942-0
834-1,Car,061400-2014000809942-0
835-0,Car,015200-2015000704715-0
835-1,Car,015200-2015000704715-0
835-2,Car,015200-2015000704715-0
836-0,Car,042700-2013000122241-0
836-1,Car,042700-2013000122241-0
836-2,Car,042700-2013000122241-0
837-0,Car,032700-2016000421109-0
837-1,Car,032700-2016000421109-0
837-2,Car,032700-2016000421109-0
837-3,Car,032700-2016000421109-0
837-4,Car,032700-2016000421109-0
838-0,Car,033100-2012001090927-0
838-1,Car,033100-2012001090927-0
838-2,Car,033100-2012001090927-0
838-3,Car,033100-2012001090927-0
838-4,Car,033100-2012001090927-0
839-0,Car,047801-2015000998356-0
839-1,Car,047801-2015000998356-0
840-0,Car,016400-2015001332953-0
840-1,Car,016400-2015001332953-0
840-2,Car,016400-2015001332953-0
841-0,Car,020200-2012001366627-0
841-1,Car,020200-2012001366627-0
842-0,Car,016801-2014000489904-0
842-1,Car,016801-2014000489904-0
843-0,Car,022903-2012000143600-0
843-1,Car,022903-2012000143600-0
844-0,Car,021300-2015000786649-0
844-1,Car,021300-2015000786649-0
844-2,Car,021300-2015000786649-0
845-0,Car,061500-2012000084651-3
845-1,Car,061500-2012000084651-3
845-2,Car,061500-2012000084651-3
846-0,Car,026402-2016000017946-0
846-1,Car,026402-2016000017946-0
846-2,Car,026402-2016000017946-0
846-3,Car,026402-2016000017946-0
847-0,Car,015600-2012000506200-0
847-1,Car,015600-2012000506200-0
847-2,Car,015600-2012000506200-0
848-0,Car,026402-2015000788408-0
848-1,Car,026402-2015000788408-0
848-2,Car,026402-2015000788408-0
848-3,Car,026402-2015000788408-0
848-4,Car,026402-2015000788408-0
849-0,Car,035300-2014001145490-0
849-1,Car,035300-2014001145490-0
849-2,Car,035300-2014001145490-0
850-0,Car,045200-2013001088780-0
850-1,Car,045200-2013001088780-0
850-2,Car,045200-2013001088780-0
850-3,Car,045200-2013001088780-0
851-0,Car,016700-2012001395754-0
851-1,Car,016700-2012001395754-0
852-0,Car,020700-2013001459789-0
852-1,Car,020700-2013001459789-0
853-0,Car,047702-2013001414738-0
853-1,Car,047702-2013001414738-0
854-0,Car,012000-2015000952815-0
854-1,Car,012000-2015000952815-0
854-2,Car,012000-2015000952815-0
854-3,Car,012000-2015000952815-0
855-0,Car,010400-2016001011747-0
855-1,Car,010400-2016001011747-0
855-2,Car,010400-2016001011747-0
856-0,Car,042700-2013001014778-0
856-1,Car,042700-2013001014778-0
856-2,Car,042700-2013001014778-0
856-3,Car,042700-2013001014778-0
856-4,Car,042700-2013001014778-0
857-0,Car,016700-2013000027772-0
857-1,Car,016700-2013000027772-0
857-2,Car,016700-2013000027772-0
858-0,Car,030302-2016000933833-0
858-1,Car,030302-2016000933833-0
859-0,Car,016600-2013000625586-0
859-1,Car,016600-2013000625586-0
859-2,Car,016600-2013000625586-0
860-0,Car,025403-2014000712726-0
860-1,Car,025403-2014000712726-0
861-0,Car,020100-2016001168592-0
861-1,Car,020100-2016001168592-0
861-2,Car,020100-2016001168592-0
861-3,Car,020100-2016001168592-0
861-4,Car,020100-2016001168592-0
862-0,Car,061100-2016001385848-0
862-1,Car,061100-2016001385848-0
863-0,Car,060700-2012001070158-1
863-1,Car,060700-2012001070158-1
864-0,Car,012501-2015001394702-0
864-1,Car,012501-2015001394702-0
864-2,Car,012501-2015001394702-0
864-3,Car,012501-2015001394702-0
865-0,Car,016400-2015000383914-0
865-1,Car,016400-2015000383914-0
865-2,Car,016400-2015000383914-0
866-0,Car,021600-2015000195821-0
866-1,Car,021600-2015000195821-0
867-0,Car,031400-2015000857370-0
867-1,Car,031400-2015000857370-0
867-2,Car,031400-2015000857370-0
868-0,Car,042700-2012000117107-0
868-1,Car,042700-2012000117107-0
868-2,Car,042700-2012000117107-0
868-3,Car,042700-2012000117107-0
869-0,Car,047701-2013000697331-0
869-1,Car,047701-2013000697331-0
869-2,Car,047701-2013000697331-0
870-0,Car,013400-2016001339453-0
870-1,Car,013400-2016001339453-0
871-0,Car,030800-2015001124034-0
871-1,Car,030800-2015001124034-0
871-2,Car,030800-2015001124034-0
872-0,Car,061500-2015000104665-2
872-1,Car,061500-2015000104665-2
873-0,Car,047701-2012000224584-0
873-1,Car,047701-2012000224584-0
873-2,Car,047701-2012000224584-0
874-0,Car,012902-2015000291319-0
874-1,Car,012902-2015000291319-0
874-2,Car,012902-2015000291319-0
875-0,Car,020600-2014001002231-1
875-1,Car,020600-2014001002231-1
875-2,Car,020600-2014001002231-1
